id,countryname_x,countrycode,totalamt,year,countryname_y,gdp,population
P101084,Plurinational State of Bolivia,BOL,17000000,2008,Bolivia,16674324634.2373,9599855.0
P107613,Republic of Azerbaijan,AZE,15000000,2008,Azerbaijan,48852482960.0779,8763400.0
P108974,Republic of Nicaragua,NIC,17000000,2008,Nicaragua,8496965842.2767,5594506.0
P105164,Republic of Colombia,COL,300000000,2008,Colombia,243982437870.84,44901544.0
P109368,Republic of Sierra Leone,SLE,0,2008,Sierra Leone,2505458705.02354,6165372.0
P104990,Republic of Rwanda,RWA,70000000,2008,Rwanda,4860093843.141621,9708169.0
P106650,Republic of Mauritius,MUS,30000000,2008,Mauritius,9990370016.307709,1244121.0
P113571,Africa,,0,2008,,,
P105743,Republic of Congo,COG,0,2008,"Congo, Rep.",11859013280.9951,4115435.0
P079032,Russian Federation,RUS,200000000,2008,Russian Federation,1660844408499.61,142742350.0
P083997,Federative Republic of Brazil,BRA,24250000,2008,Brazil,1695824571927.15,192979029.0
P089378,Islamic Republic of Pakistan,PAK,25000000,2008,Pakistan,170077814106.305,163644603.0
P116936,Republic of Haiti,HTI,0,2008,Haiti,6548530572.35291,9705029.0
P113179,Lebanese Republic,LBN,0,2008,Lebanon,29227350570.0166,4111047.0
P071579,Republic of Benin,BEN,0,2008,Benin,7132787396.66547,8696916.0
P110641,Lebanese Republic,LBN,0,2008,Lebanon,29227350570.0166,4111047.0
P099679,Republic of Indonesia,IDN,0,2008,Indonesia,510228634992.255,236159276.0
P106427,Federative Republic of Brazil,BRA,44000000,2008,Brazil,1695824571927.15,192979029.0
P084078,People's Republic of Bangladesh,BGD,62600000,2008,Bangladesh,91631278239.3237,148805814.0
P106262,Republic of the Philippines,PHL,12940000,2008,Philippines,174195136252.934,90751864.0
P110728,Republic of Cote d'Ivoire,CIV,0,2008,Cote d'Ivoire,24224903099.6283,19497986.0
P103466,Republic of Mali,MLI,42000000,2008,Mali,9750822511.47988,14138216.0
P110776,Republic of Kosovo,XKX,0,2008,Kosovo,5687488208.58356,1747383.0
P094715,Federative Republic of Brazil,BRA,0,2008,Brazil,1695824571927.15,192979029.0
P102573,Islamic  Republic of Afghanistan,AFG,20000000,2008,Afghanistan,10190529882.4878,27294031.0
P106259,Islamic  Republic of Afghanistan,AFG,30000000,2008,Afghanistan,10190529882.4878,27294031.0
P106689,Republic of Haiti,HTI,7400000,2008,Haiti,6548530572.35291,9705029.0
P126110,Republic of Indonesia,IDN,0,2008,Indonesia,510228634992.255,236159276.0
P088799,Republic of Paraguay,PRY,37500000,2008,Paraguay,18504130752.9922,6047117.0
P103277,Republic of Mozambique,MOZ,60000000,2008,Mozambique,11494837053.4061,22846758.0
P109219,Republic of Yemen,YEM,20000000,2008,"Yemen, Rep.",26910851361.7555,22356391.0
P095392,Arab Republic of Egypt,EGY,75000000,2008,"Egypt, Arab Rep.",162818181818.182,80953881.0
P101206,Plurinational State of Bolivia,BOL,18500000,2008,Bolivia,16674324634.2373,9599855.0
P101218,Republic of Honduras,HND,15370000,2008,Honduras,13789715132.501999,7872658.0
P110920,Republic of Peru,PER,0,2008,Peru,120550599815.441,28641980.0
P088996,United Mexican States,MEX,15000000,2008,Mexico,1109989038338.86,113661809.0
P095038,United Mexican States,MEX,0,2008,Mexico,1109989038338.86,113661809.0
P105143,Republic of Albania,ALB,0,2008,Albania,12881352687.7773,2947314.0
P106682,United Mexican States,MEX,21000000,2008,Mexico,1109989038338.86,113661809.0
P090695,Republic of Kazakhstan,KAZ,13400000,2008,Kazakhstan,133441612246.798,15674000.0
P094199,Federative Republic of Brazil,BRA,18900000,2008,Brazil,1695824571927.15,192979029.0
P101928,Republic of Kazakhstan,KAZ,117700000,2008,Kazakhstan,133441612246.798,15674000.0
P107142,Republic of Yemen,YEM,20000000,2008,"Yemen, Rep.",26910851361.7555,22356391.0
P110110,People's Republic of Bangladesh,BGD,100000000,2008,Bangladesh,91631278239.3237,148805814.0
P110280,People's Republic of Bangladesh,BGD,25000000,2008,Bangladesh,91631278239.3237,148805814.0
P110281,People's Republic of Bangladesh,BGD,20000000,2008,Bangladesh,91631278239.3237,148805814.0
P110282,People's Republic of Bangladesh,BGD,25000000,2008,Bangladesh,91631278239.3237,148805814.0
P098638,Federal Republic of Nigeria,NGA,0,2008,Nigeria,208064753766.47,150347390.0
P085539,Republic of Costa Rica,CRI,72500000,2008,Costa Rica,30612932876.4403,4429508.0
P090389,Ukraine,UKR,50000000,2008,Ukraine,179992405832.321,46258200.0
P093963,People's Republic of China,CHN,100000000,2008,China,4598206091384.0,1324655000.0
P104301,Islamic  Republic of Afghanistan,AFG,30000000,2008,Afghanistan,10190529882.4878,27294031.0
P110600,Republic of Iraq,IRQ,0,2008,Iraq,131613661510.475,29111417.0
P110165,Republic of Liberia,LBR,0,2008,Liberia,850040500.0,3662993.0
P098732,United Mexican States,MEX,0,2007,Mexico,1052696282278.88,111836346.0
P089013,Federative Republic of Brazil,BRA,32760000,2007,Brazil,1397084345950.39,191026637.0
P096367,Republic of Kenya,KEN,150000000,2007,Kenya,31958195182.2406,38085909.0
P096389,Ukraine,UKR,300000000,2007,Ukraine,142719009900.99,46509350.0
P101298,Plurinational State of Bolivia,BOL,20000000,2007,Bolivia,13120183156.7149,9441444.0
P101426,Plurinational State of Bolivia,BOL,20000000,2007,Bolivia,13120183156.7149,9441444.0
P102737,Republic of India,IND,225000000,2007,India,1201111768410.27,1179681239.0
P106449,Plurinational State of Bolivia,BOL,12500000,2007,Bolivia,13120183156.7149,9441444.0
P106559,Federal Democratic Republic of Ethiopia,ETH,215000000,2007,Ethiopia,19707616772.7996,81000409.0
P109575,Jamaica,JAM,10000000,2007,Jamaica,12824094989.8639,2775467.0
P074011,Federal Democratic Republic of Ethiopia,ETH,41050000,2007,Ethiopia,19707616772.7996,81000409.0
P107906,People's Republic of Bangladesh,BGD,0,2007,Bangladesh,79611888213.148,147139191.0
P108516,People's Republic of China,CHN,0,2007,China,3552182311652.97,1317885000.0
P110565,Middle East and North Africa,MEA,0,2007,,,
P079140,The Independent State of Papua New Guine,PNG,27500000,2007,Papua New Guinea,9545071324.992409,6627922.0
P090867,Republic of Uganda,UGA,55000000,2007,Uganda,12292813603.2327,30590487.0
P094044,Georgia,GEO,35000000,2007,Georgia,10172869679.7366,4082000.0
P100198,World,WLD,0,2007,,,
P105362,Republic of Niger,NER,4500000,2007,Niger,4291363390.91295,14668338.0
P105424,Republic of Ghana,GHA,10000000,2007,Ghana,24758819717.7074,22700212.0
P108905,Democratic Republic of the Congo,COD,12000000,2007,"Congo, Dem. Rep.",16737071816.4195,58417562.0
P106135,People's Republic of Bangladesh,BGD,0,2007,Bangladesh,79611888213.148,147139191.0
P108484,Republic of Togo,TGO,0,2007,Togo,2523462557.38975,5997385.0
P092154,United Republic of Tanzania,TZA,0,2007,Tanzania,21501741757.483997,41923715.0
P100792,Bosnia and Herzegovina,BIH,25000000,2007,Bosnia and Herzegovina,15776422673.198,3774000.0
P101645,United Republic of Tanzania,TZA,105000000,2007,Tanzania,21501741757.483997,41923715.0
P102174,Republic of Kosovo,XKX,10000000,2007,Kosovo,4833561456.33726,1733404.0
P103343,Islamic  Republic of Afghanistan,AFG,112000000,2007,Afghanistan,9843842455.48323,26616792.0
P104794,Democratic Republic of Timor-Leste,TLS,1000000,2007,Timor-Leste,2881025962.79982,1064973.0
P108080,Republic of Kosovo,XKX,2000000,2007,Kosovo,4833561456.33726,1733404.0
P108373,West Bank and Gaza,PSE,0,2007,West Bank and Gaza,5505800000.0,3494496.0
P110453,Republic of Madagascar,MDG,0,2007,Madagascar,7342923489.096159,19433523.0
P050567,Arab Republic of Egypt,EGY,0,2007,"Egypt, Arab Rep.",130478960092.49901,79537253.0
P096677,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P094784,Republic of Ecuador,ECU,15300000,2007,Ecuador,51007777000.0,14205453.0
P095977,Nepal,NPL,42600000,2007,Nepal,10325618017.379,26214847.0
P099296,Nepal,NPL,50000000,2007,Nepal,10325618017.379,26214847.0
P100639,Republic of Croatia,HRV,0,2007,Croatia,60093222709.0519,4436000.0
P101453,Republic of Yemen,YEM,50930000,2007,"Yemen, Rep.",21656517484.2538,21751605.0
P105860,Nepal,NPL,100000000,2007,Nepal,10325618017.379,26214847.0
P107558,Nepal,NPL,60000000,2007,Nepal,10325618017.379,26214847.0
P111823,Africa,,0,2007,,,
P110260,Kingdom of Thailand,THA,0,2007,Thailand,262942650543.77103,66195615.0
P110435,Kingdom of Cambodia,KHM,0,2007,Cambodia,8639235842.18075,13676693.0
P102915,Republic of Liberia,LBR,430000000,2007,Liberia,739027200.0,3512932.0
P105637,Republic of Indonesia,IDN,600000000,2007,Indonesia,432216737774.861,232989141.0
P106719,Republic of Belarus,BLR,15000000,2007,Belarus,45277399813.6067,9560953.0
P107163,Republic of Indonesia,IDN,200000000,2007,Indonesia,432216737774.861,232989141.0
P107256,Republic of the Sudan,SDN,0,2007,Sudan,45898948564.0593,32282526.0
P104528,Socialist Republic of Vietnam,VNM,0,2007,Vietnam,77414425532.2452,85889590.0
P105710,Republic of Panama,PAN,75000000,2007,Panama,21295984200.0,3453807.0
P108918,Republic of Togo,TGO,0,2007,Togo,2523462557.38975,5997385.0
P110239,Republic of Togo,TGO,0,2007,Togo,2523462557.38975,5997385.0
P096998,Republic of Kazakhstan,KAZ,18500000,2007,Kazakhstan,104849886825.584,15484192.0
P100638,Romania,ROU,65000000,2007,Romania,175933642291.76102,20882982.0
P101342,United Mexican States,MEX,200510000,2007,Mexico,1052696282278.88,111836346.0
P101486,Republic of Armenia,ARM,18500000,2007,Armenia,9206301700.39619,2933056.0
P101670,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P110536,Republic of Paraguay,PRY,0,2007,Paraguay,13794910633.8518,5966159.0
P111551,Republic of Kosovo,XKX,0,2007,Kosovo,4833561456.33726,1733404.0
P052608,Republic of Colombia,COL,20000000,2007,Colombia,207416494642.379,44374572.0
P105662,Turkmenistan,TKM,0,2007,Turkmenistan,12664165103.1895,4870137.0
P106165,Lao People's Democratic Republic,LAO,0,2007,Lao PDR,4222962987.53859,5949787.0
P108294,Republic of Armenia,ARM,0,2007,Armenia,9206301700.39619,2933056.0
P113500,Republic of Ecuador,ECU,0,2007,Ecuador,51007777000.0,14205453.0
P098428,Federal Democratic Republic of Ethiopia,ETH,0,2007,Ethiopia,19707616772.7996,81000409.0
P108787,Lao People's Democratic Republic,LAO,0,2007,Lao PDR,4222962987.53859,5949787.0
P109165,Republic of Sierra Leone,SLE,0,2007,Sierra Leone,2158496872.86199,6015417.0
P109870,Latin America,LCN,0,2007,,,
P096058,Africa,,0,2007,,,
P105140,Africa,,3900000,2007,,,
P108404,Republic of Guatemala,GTM,0,2007,Guatemala,34113107085.6085,13700286.0
P104786,Republic of South Sudan,SSD,0,2007,South Sudan,175933642291.76102,8856800.0
P106927,Republic of South Sudan,SSD,0,2007,South Sudan,175933642291.76102,8856800.0
P126163,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P078382,Republic of Uganda,UGA,33600000,2007,Uganda,12292813603.2327,30590487.0
P097322,Federative Republic of Brazil,BRA,0,2007,Brazil,1397084345950.39,191026637.0
P104403,Kingdom of Lesotho,LSO,0,2007,Lesotho,1820811281.1196,1982287.0
P109339,Republic of Sierra Leone,SLE,0,2007,Sierra Leone,2158496872.86199,6015417.0
P109364,Republic of Sierra Leone,SLE,0,2007,Sierra Leone,2158496872.86199,6015417.0
P102529,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P087925,Plurinational State of Bolivia,BOL,15000000,2007,Bolivia,13120183156.7149,9441444.0
P093775,Romania,ROU,68100000,2007,Romania,175933642291.76102,20882982.0
P099313,Republic of Malawi,MWI,20000000,2007,Malawi,4432192843.58998,13840969.0
P099528,Romania,ROU,0,2007,Romania,175933642291.76102,20882982.0
P105866,Republic of The Gambia,GMB,3000000,2007,"Gambia, The",798885556.457903,1539116.0
P110094,Kingdom of Thailand,THA,0,2007,Thailand,262942650543.77103,66195615.0
P109287,Republic of Sierra Leone,SLE,0,2007,Sierra Leone,2158496872.86199,6015417.0
P104527,Republic of Uganda,UGA,0,2007,Uganda,12292813603.2327,30590487.0
P109305,Republic of Armenia,ARM,0,2007,Armenia,9206301700.39619,2933056.0
P106775,Republic of the Philippines,PHL,0,2007,Philippines,149359918060.095,89293490.0
P107100,Democratic Socialist Republic of Sri Lan,LKA,0,2007,Sri Lanka,32351184234.3157,19810789.0
P108854,Republic of Guinea-Bissau,GNB,0,2007,Guinea-Bissau,695990208.376629,1445958.0
P109195,Republic of Liberia,LBR,0,2007,Liberia,739027200.0,3512932.0
P103539,Co-operative Republic of Guyana,GUY,0,2007,Guyana,1740334781.83731,747869.0
P105076,Islamic Republic of Pakistan,PAK,75000000,2007,Pakistan,152385716311.916,160332974.0
P109075,Republic of India,IND,0,2007,India,1201111768410.27,1179681239.0
P083965,Plurinational State of Bolivia,BOL,10000000,2007,Bolivia,13120183156.7149,9441444.0
P103979,Nepal,NPL,0,2007,Nepal,10325618017.379,26214847.0
P106654,Islamic  Republic of Afghanistan,AFG,0,2007,Afghanistan,9843842455.48323,26616792.0
P100785,Africa,,46650000,2007,,,
P092898,United Republic of Tanzania,TZA,40000000,2007,Tanzania,21501741757.483997,41923715.0
P098743,Republic of Uganda,UGA,0,2007,Uganda,12292813603.2327,30590487.0
P105220,United Republic of Tanzania,TZA,3500000,2007,Tanzania,21501741757.483997,41923715.0
P108843,People's Republic of Bangladesh,BGD,75000000,2007,Bangladesh,79611888213.148,147139191.0
P099376,Socialist Republic of Vietnam,VNM,80000000,2007,Vietnam,77414425532.2452,85889590.0
P102328,Republic of India,IND,64000000,2007,India,1201111768410.27,1179681239.0
P105124,Republic of India,IND,200000000,2007,India,1201111768410.27,1179681239.0
P108880,Republic of Chile,CHL,0,2007,Chile,173605968179.255,16491687.0
P084302,Islamic Republic of Pakistan,PAK,150200000,2007,Pakistan,152385716311.916,160332974.0
P089929,Federative Republic of Brazil,BRA,35900000,2007,Brazil,1397084345950.39,191026637.0
P094229,Arab Republic of Egypt,EGY,100000000,2007,"Egypt, Arab Rep.",130478960092.49901,79537253.0
P101507,Federative Republic of Brazil,BRA,22500000,2007,Brazil,1397084345950.39,191026637.0
P040712,People's Republic of Bangladesh,BGD,102260000,2007,Bangladesh,79611888213.148,147139191.0
P101253,Argentine Republic,ARG,0,2007,Argentina,287530508430.568,39970224.0
P107572,Central America,,0,2007,,,
P095114,Republic of India,IND,400000000,2007,India,1201111768410.27,1179681239.0
P085393,Socialist Republic of Vietnam,VNM,0,2007,Vietnam,77414425532.2452,85889590.0
P089297,Solomon Islands,SLB,3200000,2007,Solomon Islands,516074228.95974904,492940.0
P104006,Republic of Tajikistan,TJK,0,2007,Tajikistan,3719497371.09659,7152385.0
P104566,Republic of Mozambique,MOZ,15000000,2007,Mozambique,9366742309.493309,22188387.0
P106489,Lebanese Republic,LBN,0,2007,Lebanon,24577114427.8607,4086466.0
P098452,Republic of Kazakhstan,KAZ,0,2007,Kazakhstan,104849886825.584,15484192.0
P098846,Republic of Peru,PER,0,2007,Peru,102170981144.136,28292724.0
P099936,Mongolia,MNG,0,2007,Mongolia,4234999823.3083897,2591670.0
P103989,Islamic Republic of Pakistan,PAK,0,2007,Pakistan,152385716311.916,160332974.0
P101625,Georgia,GEO,0,2007,Georgia,10172869679.7366,4082000.0
P101955,Republic of the Sudan,SDN,0,2007,Sudan,45898948564.0593,32282526.0
P079414,Republic of Rwanda,RWA,11000000,2007,Rwanda,3824788145.2770295,9447402.0
P095337,Ukraine,UKR,140000000,2007,Ukraine,142719009900.99,46509350.0
P098040,Republic of Mozambique,MOZ,0,2007,Mozambique,9366742309.493309,22188387.0
P103441,Republic of Chile,CHL,24800000,2007,Chile,173605968179.255,16491687.0
P106274,Republic of Tunisia,TUN,6000000,2007,Tunisia,38908069299.204,10298087.0
P050716,Oriental Republic of Uruguay,URY,25300000,2007,Uruguay,23410572634.3147,3339741.0
P110253,Mongolia,MNG,0,2007,Mongolia,4234999823.3083897,2591670.0
P104567,Republic of Colombia,COL,30000000,2007,Colombia,207416494642.379,44374572.0
P106903,Republic of India,IND,0,2007,India,1201111768410.27,1179681239.0
P096255,Republic of Sierra Leone,SLE,0,2007,Sierra Leone,2158496872.86199,6015417.0
P100494,Republic of Ghana,GHA,0,2007,Ghana,24758819717.7074,22700212.0
P106635,Republic of Kenya,KEN,0,2007,Kenya,31958195182.2406,38085909.0
P126138,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P126139,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P107548,Republic of Costa Rica,CRI,0,2007,Costa Rica,26743874205.9404,4369469.0
P089073,World,WLD,0,2007,,,
P091297,Republic of Guinea,GIN,15000000,2007,Guinea,5836261225.23732,10096727.0
P109054,West Bank and Gaza,PSE,0,2007,West Bank and Gaza,5505800000.0,3494496.0
P065129,Republic of Guinea,GIN,17000000,2007,Guinea,5836261225.23732,10096727.0
P093186,Federal Republic of Nigeria,NGA,0,2007,Nigeria,166451213395.64,146417024.0
P090010,Dominican Republic,DOM,19400000,2007,Dominican Republic,44169678153.1566,9504353.0
P094288,Lebanese Republic,LBN,100000000,2007,Lebanon,24577114427.8607,4086466.0
P096207,Ukraine,UKR,200000000,2007,Ukraine,142719009900.99,46509350.0
P101311,Republic of Guatemala,GTM,100000000,2007,Guatemala,34113107085.6085,13700286.0
P105555,Republic of Panama,PAN,5000000,2007,Panama,21295984200.0,3453807.0
P105649,Republic of Uganda,UGA,12000000,2007,Uganda,12292813603.2327,30590487.0
P099420,Republic of Madagascar,MDG,40000000,2007,Madagascar,7342923489.096159,19433523.0
P101502,Islamic  Republic of Afghanistan,AFG,10000000,2007,Afghanistan,9843842455.48323,26616792.0
P104543,Republic of Nicaragua,NIC,0,2007,Nicaragua,7423377429.05927,5522106.0
P104716,Republic of Liberia,LBR,37000000,2007,Liberia,739027200.0,3512932.0
P105171,Republic of Armenia,ARM,5000000,2007,Armenia,9206301700.39619,2933056.0
P105205,Republic of Mozambique,MOZ,15000000,2007,Mozambique,9366742309.493309,22188387.0
P098328,Republic of Panama,PAN,24000000,2007,Panama,21295984200.0,3453807.0
P105715,Kingdom of Cambodia,KHM,36250000,2007,Cambodia,8639235842.18075,13676693.0
P070970,Republic of Ghana,GHA,0,2007,Ghana,24758819717.7074,22700212.0
P074191,Republic of Ghana,GHA,90000000,2007,Ghana,24758819717.7074,22700212.0
P078091,Burkina Faso,BFA,38800000,2007,Burkina Faso,6771277870.96412,14252021.0
P098308,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P108711,Caribbean,LCN,0,2007,,,
P092147,Plurinational State of Bolivia,BOL,0,2007,Bolivia,13120183156.7149,9441444.0
P096930,Republic of Tajikistan,TJK,10000000,2007,Tajikistan,3719497371.09659,7152385.0
P104225,Africa,,0,2007,,,
P106560,Kingdom of Bhutan,BTN,0,2007,Bhutan,1196091805.02316,686958.0
P082419,Republic of Panama,PAN,32000000,2007,Panama,21295984200.0,3453807.0
P082817,Republic of Cote d'Ivoire,CIV,120000000,2007,Cote d'Ivoire,20343635319.6174,19085941.0
P084404,Republic of Mozambique,MOZ,93000000,2007,Mozambique,9366742309.493309,22188387.0
P102446,Argentine Republic,ARG,45000000,2007,Argentina,287530508430.568,39970224.0
P071103,Kingdom of Cambodia,KHM,15000000,2007,Cambodia,8639235842.18075,13676693.0
P106862,World,WLD,0,2007,,,
P104724,Republic of India,IND,65000000,2007,India,1201111768410.27,1179681239.0
P102478,Republic of Senegal,SEN,0,2007,Senegal,11284603070.5653,11873557.0
P104718,Republic of Serbia,SRB,0,2007,Serbia,40289556656.1455,7381579.0
P106899,Montenegro,MNE,9000000,2007,Montenegro,3680710375.03422,615875.0
P109160,Republic of India,IND,0,2007,India,1201111768410.27,1179681239.0
P097104,Republic of Indonesia,IDN,86000000,2007,Indonesia,432216737774.861,232989141.0
P098146,People's Republic of Bangladesh,BGD,23600000,2007,Bangladesh,79611888213.148,147139191.0
P099010,Burkina Faso,BFA,90000000,2007,Burkina Faso,6771277870.96412,14252021.0
P105093,United Republic of Tanzania,TZA,60000000,2007,Tanzania,21501741757.483997,41923715.0
P108808,Republic of Cote d'Ivoire,CIV,0,2007,Cote d'Ivoire,20343635319.6174,19085941.0
P083581,Socialist Republic of Vietnam,VNM,155210000,2007,Vietnam,77414425532.2452,85889590.0
P093806,Western Africa,,186000000,2007,,,
P101556,Federal Democratic Republic of Ethiopia,ETH,130000000,2007,Ethiopia,19707616772.7996,81000409.0
P101852,Republic of Ghana,GHA,15000000,2007,Ghana,24758819717.7074,22700212.0
P103329,Republic of Cabo Verde,CPV,3000000,2007,Cabo Verde,1513933983.2239802,486438.0
P105092,Republic of Ghana,GHA,25000000,2007,Ghana,24758819717.7074,22700212.0
P102479,Plurinational State of Bolivia,BOL,0,2007,Bolivia,13120183156.7149,9441444.0
P078251,Republic of Poland,POL,0,2007,Poland,429063549983.742,38120560.0
P106107,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P095978,Nepal,NPL,0,2007,Nepal,10325618017.379,26214847.0
P085089,Republic of Albania,ALB,0,2007,Albania,10701011896.7708,2970017.0
P086035,People's Republic of China,CHN,0,2007,China,3552182311652.97,1317885000.0
P091145,Republic of Albania,ALB,0,2007,Albania,10701011896.7708,2970017.0
P099269,Republic of Guinea,GIN,0,2007,Guinea,5836261225.23732,10096727.0
P099312,Africa,,0,2007,,,
P106714,Republic of India,IND,0,2007,India,1201111768410.27,1179681239.0
P092429,Russian Federation,RUS,10000000,2007,Russian Federation,1299705247685.76,142805088.0
P094425,Argentine Republic,ARG,0,2007,Argentina,287530508430.568,39970224.0
P095514,Argentine Republic,ARG,200000000,2007,Argentina,287530508430.568,39970224.0
P095569,Argentine Republic,ARG,400000000,2007,Argentina,287530508430.568,39970224.0
P095593,Democratic Republic of Timor-Leste,TLS,2500000,2007,Timor-Leste,2881025962.79982,1064973.0
P096928,Republic of Benin,BEN,40000000,2007,Benin,5969535131.58016,8454791.0
P098615,Republic of Colombia,COL,0,2007,Colombia,207416494642.379,44374572.0
P100383,Republic of Turkey,TUR,322150000,2007,Turkey,675770112825.236,69597281.0
P101432,Oriental Republic of Uruguay,URY,50000000,2007,Uruguay,23410572634.3147,3339741.0
P102305,People's Republic of Bangladesh,BGD,16000000,2007,Bangladesh,79611888213.148,147139191.0
P102778,Republic of Croatia,HRV,68000000,2007,Croatia,60093222709.0519,4436000.0
P103960,Republic of Indonesia,IDN,0,2007,Indonesia,432216737774.861,232989141.0
P104523,Africa,,0,2007,,,
P105288,Argentine Republic,ARG,270000000,2007,Argentina,287530508430.568,39970224.0
P105870,Republic of Kosovo,XKX,5000000,2007,Kosovo,4833561456.33726,1733404.0
P106103,United Mexican States,MEX,0,2007,Mexico,1052696282278.88,111836346.0
P106580,Republic of Kosovo,XKX,2000000,2007,Kosovo,4833561456.33726,1733404.0
P072202,Africa,,0,2007,,,
P073322,Republic of South Africa,ZAF,0,2007,South Africa,299033511000.227,49887181.0
P074181,Republic of Turkey,TUR,500000000,2007,Turkey,675770112825.236,69597281.0
P082961,Republic of Congo,COG,0,2007,"Congo, Rep.",8394688284.062241,3976246.0
P072090,Republic of Uganda,UGA,0,2007,Uganda,12292813603.2327,30590487.0
P074546,Republic of Poland,POL,0,2007,Poland,429063549983.742,38120560.0
P079736,Central Africa,,201000000,2007,,,
P081712,Republic of Kenya,KEN,80000000,2007,Kenya,31958195182.2406,38085909.0
P089082,Republic of the Philippines,PHL,0,2007,Philippines,149359918060.095,89293490.0
P090375,People's Republic of China,CHN,0,2007,China,3552182311652.97,1317885000.0
P091147,Republic of the Philippines,PHL,0,2007,Philippines,149359918060.095,89293490.0
P092618,People's Republic of China,CHN,173000000,2007,China,3552182311652.97,1317885000.0
P095315,People's Republic of China,CHN,25000000,2007,China,3552182311652.97,1317885000.0
P096174,Republic of the Philippines,PHL,50000000,2007,Philippines,149359918060.095,89293490.0
P097961,Lao People's Democratic Republic,LAO,3000000,2007,Lao PDR,4222962987.53859,5949787.0
P099894,Republic of Bulgaria,BGR,122500000,2007,Bulgaria,44411476557.0329,7545338.0
P102768,Republic of India,IND,600000000,2007,India,1201111768410.27,1179681239.0
P070867,Federative Republic of Brazil,BRA,0,2007,Brazil,1397084345950.39,191026637.0
P101388,Republic of the Sudan,SDN,0,2007,Sudan,45898948564.0593,32282526.0
P087970,Arab Republic of Egypt,EGY,145000000,2007,"Egypt, Arab Rep.",130478960092.49901,79537253.0
P092353,Federal Democratic Republic of Ethiopia,ETH,100000000,2007,Ethiopia,19707616772.7996,81000409.0
P092509,Republic of Ghana,GHA,0,2007,Ghana,24758819717.7074,22700212.0
P100619,Republic of Ghana,GHA,45000000,2007,Ghana,24758819717.7074,22700212.0
P101724,Socialist Republic of Vietnam,VNM,175000000,2007,Vietnam,77414425532.2452,85889590.0
P102541,People's Republic of Bangladesh,BGD,100000000,2007,Bangladesh,79611888213.148,147139191.0
P103881,Republic of Honduras,HND,30000000,2007,Honduras,12275501784.2971,7707972.0
P105098,Republic of Ghana,GHA,10000000,2007,Ghana,24758819717.7074,22700212.0
P105386,Republic of Honduras,HND,9000000,2007,Honduras,12275501784.2971,7707972.0
P079665,Socialist Republic of Vietnam,VNM,59400000,2007,Vietnam,77414425532.2452,85889590.0
P090492,Republic of Serbia,SRB,28000000,2007,Serbia,40289556656.1455,7381579.0
P092999,Republic of Serbia,SRB,43000000,2007,Serbia,40289556656.1455,7381579.0
P093545,Republic of Serbia,SRB,0,2007,Serbia,40289556656.1455,7381579.0
P094212,Republic of Serbia,SRB,17000000,2007,Serbia,40289556656.1455,7381579.0
P096206,Republic of Serbia,SRB,50000000,2007,Serbia,40289556656.1455,7381579.0
P098964,Republic of Senegal,SEN,20000000,2007,Senegal,11284603070.5653,11873557.0
P100415,Bosnia and Herzegovina,BIH,5000000,2007,Bosnia and Herzegovina,15776422673.198,3774000.0
P104848,Socialist Republic of Vietnam,VNM,50000000,2007,Vietnam,77414425532.2452,85889590.0
P104931,Kingdom of Bhutan,BTN,12000000,2007,Bhutan,1196091805.02316,686958.0
P105120,Socialist Republic of Vietnam,VNM,25000000,2007,Vietnam,77414425532.2452,85889590.0
P105270,Republic of Serbia,SRB,49370000,2007,Serbia,40289556656.1455,7381579.0
P073458,Kingdom of Bhutan,BTN,8000000,2007,Bhutan,1196091805.02316,686958.0
P091025,Samoa,WSM,8270000,2007,Samoa,550970655.544072,182286.0
P095873,Democratic Republic of Timor-Leste,TLS,6000000,2007,Timor-Leste,2881025962.79982,1064973.0
P096198,Republic of Niger,NER,10000000,2007,Niger,4291363390.91295,14668338.0
P096285,People's Republic of China,CHN,100000000,2007,China,3552182311652.97,1317885000.0
P096409,Kyrgyz Republic,KGZ,16000000,2007,Kyrgyz Republic,3802566170.8154297,5268400.0
P096439,Mongolia,MNG,33000000,2007,Mongolia,4234999823.3083897,2591670.0
P098963,Republic of Niger,NER,50000000,2007,Niger,4291363390.91295,14668338.0
P101213,Bosnia and Herzegovina,BIH,21000000,2007,Bosnia and Herzegovina,15776422673.198,3774000.0
P101641,Bosnia and Herzegovina,BIH,3350000,2007,Bosnia and Herzegovina,15776422673.198,3774000.0
P102170,Bosnia and Herzegovina,BIH,5000000,2007,Bosnia and Herzegovina,15776422673.198,3774000.0
P102181,Republic of Yemen,YEM,15000000,2007,"Yemen, Rep.",21656517484.2538,21751605.0
P102474,Republic of Honduras,HND,0,2007,Honduras,12275501784.2971,7707972.0
